CgST,CgST,lpg0028,lpg0078,lpg0116,lpg0212,lpg0287,lpg0330,lpg0356,lpg0432,lpg0461,lpg0513,lpg0577,lpg0656,lpg0712,lpg0785,lpg0840,lpg0888,lpg0956,lpg1178,lpg1206,lpg1283,lpg1340,lpg1398,lpg1452,lpg1511,lpg1566,lpg1636,lpg1682,lpg1737,lpg1782,lpg1830,lpg1882,lpg1994,lpg2039,lpg2175,lpg2231,lpg2280,lpg2339,lpg2404,lpg2461,lpg2516,lpg2577,lpg2622,lpg2698,lpg2743,lpg2795,lpg2827,lpg2869,lpg2933,lpg2999
472,472,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,35.0,3.0,14.0,4.0,5.0,,10.0,7.0,2.0,9.0,11.0,3.0,2.0,14.0,18.0,5.0,7.0,5.0,8.0,4.0,5.0,7.0,27.0,,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
473,473,3.0,21.0,12.0,,,,,3.0,37.0,11.0,28.0,7.0,39.0,35.0,31.0,4.0,4.0,1.0,15.0,28.0,29.0,19.0,47.0,12.0,22.0,12.0,31.0,18.0,24.0,45.0,17.0,16.0,19.0,25.0,24.0,17.0,23.0,5.0,30.0,36.0,23.0,47.0,,31.0,37.0,26.0,35.0,46.0,30.0
474,474,,7.0,20.0,7.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,35.0,3.0,14.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,14.0,18.0,5.0,7.0,5.0,8.0,4.0,5.0,9.0,25.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
475,475,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,8.0,7.0,30.0,32.0,3.0,6.0,14.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,5.0,7.0,7.0,7.0,9.0,7.0,2.0,22.0,3.0,26.0,25.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
476,476,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,35.0,3.0,14.0,4.0,5.0,2.0,10.0,7.0,15.0,10.0,11.0,3.0,2.0,5.0,18.0,5.0,7.0,5.0,8.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
477,477,3.0,21.0,12.0,,,,,3.0,37.0,11.0,28.0,7.0,39.0,35.0,31.0,4.0,4.0,1.0,15.0,28.0,29.0,19.0,47.0,12.0,22.0,12.0,31.0,18.0,24.0,7.0,17.0,16.0,19.0,,24.0,17.0,23.0,5.0,30.0,36.0,23.0,47.0,,31.0,37.0,26.0,35.0,46.0,30.0
478,478,3.0,21.0,12.0,,,,,3.0,37.0,11.0,10.0,7.0,39.0,35.0,31.0,14.0,4.0,5.0,2.0,32.0,29.0,19.0,47.0,12.0,22.0,12.0,31.0,18.0,24.0,7.0,17.0,16.0,19.0,25.0,24.0,17.0,23.0,5.0,30.0,36.0,23.0,47.0,,31.0,37.0,26.0,35.0,46.0,30.0
479,479,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,35.0,3.0,14.0,3.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,14.0,18.0,5.0,7.0,5.0,8.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
480,480,11.0,5.0,14.0,50.0,3.0,2.0,6.0,4.0,4.0,34.0,4.0,10.0,4.0,35.0,5.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,8.0,4.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,7.0,8.0,1.0
481,481,13.0,7.0,20.0,6.0,3.0,2.0,11.0,31.0,1.0,24.0,11.0,7.0,4.0,35.0,5.0,6.0,4.0,5.0,2.0,5.0,2.0,2.0,7.0,11.0,3.0,2.0,14.0,18.0,5.0,7.0,5.0,7.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,27.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
482,482,5.0,12.0,24.0,,23.0,4.0,8.0,14.0,17.0,30.0,7.0,4.0,9.0,32.0,3.0,6.0,29.0,28.0,24.0,21.0,27.0,5.0,13.0,23.0,,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,28.0,32.0,21.0,31.0,12.0,8.0,,28.0,12.0,11.0,3.0,11.0,37.0,4.0,11.0,11.0
483,483,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,4.0,9.0,32.0,3.0,1.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,2.0,9.0,18.0,27.0,18.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
484,484,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,28.0,1.0,5.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,5.0,7.0,7.0,7.0,9.0,4.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,7.0,1.0,2.0,5.0,5.0,9.0,6.0
485,485,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,17.0,30.0,7.0,,6.0,,3.0,1.0,14.0,28.0,24.0,21.0,27.0,5.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,,,,17.0,28.0,12.0,,3.0,11.0,7.0,4.0,11.0,11.0
486,486,5.0,12.0,24.0,,23.0,4.0,,10.0,17.0,30.0,,4.0,7.0,35.0,3.0,1.0,4.0,28.0,24.0,21.0,27.0,5.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,,8.0,28.0,4.0,17.0,28.0,12.0,11.0,3.0,3.0,1.0,,,11.0
487,487,13.0,6.0,20.0,10.0,5.0,7.0,21.0,31.0,1.0,24.0,11.0,7.0,7.0,35.0,3.0,5.0,3.0,3.0,2.0,33.0,10.0,3.0,,11.0,5.0,,4.0,18.0,6.0,7.0,7.0,8.0,9.0,4.0,10.0,27.0,3.0,28.0,4.0,39.0,35.0,19.0,16.0,2.0,2.0,43.0,29.0,7.0,45.0
488,488,26.0,10.0,41.0,34.0,10.0,3.0,16.0,6.0,8.0,50.0,3.0,46.0,2.0,35.0,3.0,1.0,10.0,8.0,4.0,8.0,5.0,10.0,11.0,15.0,32.0,8.0,20.0,18.0,17.0,2.0,14.0,2.0,2.0,2.0,4.0,16.0,7.0,37.0,8.0,14.0,6.0,10.0,3.0,8.0,24.0,2.0,23.0,16.0,4.0
489,489,26.0,10.0,41.0,34.0,10.0,23.0,19.0,6.0,8.0,50.0,3.0,46.0,2.0,35.0,3.0,1.0,10.0,8.0,4.0,8.0,5.0,10.0,11.0,15.0,32.0,8.0,20.0,18.0,17.0,2.0,14.0,2.0,2.0,2.0,4.0,16.0,7.0,37.0,8.0,14.0,6.0,10.0,3.0,8.0,24.0,2.0,23.0,16.0,4.0
490,490,11.0,5.0,14.0,50.0,3.0,9.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,8.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
491,491,23.0,50.0,46.0,67.0,20.0,20.0,10.0,27.0,35.0,43.0,23.0,36.0,12.0,45.0,15.0,45.0,20.0,7.0,4.0,31.0,30.0,46.0,19.0,14.0,29.0,20.0,18.0,11.0,13.0,20.0,16.0,52.0,54.0,11.0,34.0,11.0,38.0,24.0,29.0,7.0,2.0,24.0,27.0,22.0,23.0,27.0,16.0,24.0,19.0
492,492,38.0,57.0,6.0,60.0,16.0,31.0,3.0,38.0,45.0,7.0,14.0,17.0,5.0,43.0,27.0,52.0,23.0,32.0,35.0,14.0,17.0,63.0,17.0,21.0,17.0,44.0,8.0,23.0,16.0,15.0,34.0,49.0,14.0,12.0,20.0,41.0,14.0,43.0,20.0,33.0,13.0,27.0,19.0,18.0,8.0,20.0,2.0,58.0,8.0
493,493,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,4.0,9.0,35.0,3.0,57.0,14.0,5.0,2.0,10.0,7.0,15.0,10.0,11.0,3.0,2.0,5.0,18.0,5.0,7.0,5.0,8.0,4.0,5.0,7.0,22.0,8.0,48.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
494,494,18.0,42.0,33.0,44.0,31.0,10.0,5.0,12.0,20.0,35.0,17.0,55.0,5.0,14.0,6.0,8.0,12.0,20.0,10.0,6.0,45.0,38.0,14.0,27.0,57.0,32.0,22.0,6.0,10.0,44.0,25.0,4.0,5.0,6.0,41.0,31.0,33.0,22.0,9.0,21.0,52.0,17.0,23.0,4.0,17.0,51.0,14.0,49.0,13.0
495,495,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,7.0,8.0,1.0
496,496,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,17.0,7.0,6.0,18.0,13.0,3.0,6.0,4.0,5.0,4.0,41.0,42.0,35.0,9.0,11.0,3.0,2.0,14.0,18.0,5.0,4.0,18.0,4.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
497,497,26.0,60.0,41.0,34.0,10.0,3.0,17.0,6.0,8.0,50.0,3.0,46.0,2.0,35.0,3.0,1.0,10.0,8.0,4.0,8.0,5.0,10.0,11.0,15.0,32.0,8.0,20.0,18.0,17.0,2.0,14.0,2.0,2.0,2.0,4.0,16.0,7.0,37.0,8.0,14.0,6.0,10.0,3.0,8.0,24.0,2.0,23.0,16.0,4.0
498,498,5.0,7.0,20.0,41.0,10.0,4.0,8.0,10.0,17.0,30.0,7.0,4.0,3.0,35.0,3.0,6.0,14.0,28.0,24.0,21.0,27.0,5.0,13.0,13.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,8.0,12.0,28.0,17.0,28.0,12.0,11.0,3.0,11.0,7.0,4.0,11.0,11.0
499,499,11.0,5.0,14.0,50.0,3.0,9.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,47.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,2.0,6.0,8.0,8.0,8.0,1.0
500,500,37.0,56.0,3.0,4.0,15.0,33.0,1.0,35.0,43.0,6.0,13.0,15.0,22.0,14.0,26.0,21.0,24.0,31.0,33.0,48.0,15.0,60.0,15.0,5.0,19.0,43.0,9.0,24.0,1.0,12.0,35.0,4.0,23.0,21.0,21.0,37.0,12.0,43.0,21.0,30.0,5.0,28.0,18.0,15.0,9.0,27.0,15.0,38.0,9.0
501,501,19.0,15.0,31.0,56.0,8.0,10.0,5.0,24.0,6.0,37.0,17.0,54.0,8.0,13.0,4.0,2.0,12.0,20.0,4.0,9.0,45.0,9.0,14.0,27.0,57.0,5.0,22.0,5.0,8.0,43.0,25.0,4.0,6.0,6.0,5.0,32.0,9.0,22.0,9.0,27.0,55.0,15.0,14.0,6.0,18.0,9.0,14.0,13.0,2.0
502,502,11.0,5.0,14.0,50.0,3.0,9.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
503,503,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,10.0,7.0,7.0,35.0,3.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
504,504,5.0,5.0,24.0,41.0,23.0,4.0,9.0,11.0,17.0,31.0,5.0,2.0,3.0,33.0,5.0,7.0,16.0,19.0,8.0,1.0,7.0,5.0,25.0,23.0,53.0,19.0,25.0,16.0,18.0,27.0,20.0,27.0,35.0,7.0,33.0,22.0,2.0,12.0,4.0,25.0,32.0,12.0,21.0,3.0,10.0,36.0,4.0,8.0,10.0
505,505,13.0,27.0,18.0,16.0,4.0,7.0,11.0,30.0,3.0,19.0,20.0,7.0,17.0,35.0,3.0,1.0,3.0,2.0,2.0,32.0,45.0,2.0,19.0,9.0,64.0,14.0,19.0,19.0,5.0,7.0,38.0,7.0,30.0,20.0,9.0,27.0,3.0,28.0,4.0,37.0,41.0,25.0,27.0,19.0,2.0,40.0,16.0,41.0,15.0
506,506,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,31.0,5.0,4.0,11.0,45.0,7.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
507,507,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,8.0,6.0,43.0,3.0,5.0,4.0,5.0,2.0,32.0,27.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,6.0,7.0,5.0,4.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,19.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
508,508,28.0,45.0,26.0,12.0,33.0,14.0,15.0,21.0,27.0,27.0,26.0,30.0,18.0,14.0,25.0,48.0,22.0,11.0,20.0,46.0,37.0,50.0,23.0,19.0,21.0,17.0,15.0,15.0,12.0,31.0,28.0,30.0,30.0,14.0,38.0,14.0,44.0,33.0,33.0,19.0,24.0,21.0,26.0,21.0,7.0,34.0,19.0,36.0,17.0
509,509,9.0,45.0,34.0,54.0,8.0,10.0,5.0,24.0,6.0,36.0,17.0,62.0,5.0,39.0,6.0,1.0,10.0,20.0,10.0,7.0,45.0,8.0,14.0,27.0,59.0,4.0,24.0,6.0,10.0,43.0,23.0,4.0,5.0,6.0,6.0,32.0,9.0,22.0,9.0,19.0,53.0,9.0,12.0,4.0,17.0,9.0,14.0,13.0,2.0
510,510,23.0,47.0,39.0,29.0,10.0,23.0,18.0,22.0,30.0,48.0,22.0,42.0,2.0,16.0,3.0,45.0,20.0,10.0,4.0,37.0,37.0,54.0,20.0,18.0,25.0,21.0,17.0,13.0,15.0,21.0,14.0,25.0,27.0,9.0,35.0,9.0,40.0,38.0,26.0,11.0,4.0,26.0,28.0,23.0,12.0,29.0,24.0,31.0,22.0
511,511,19.0,15.0,53.0,31.0,10.0,10.0,5.0,24.0,23.0,55.0,17.0,60.0,20.0,19.0,19.0,8.0,12.0,43.0,7.0,49.0,45.0,8.0,26.0,36.0,56.0,22.0,22.0,6.0,13.0,52.0,23.0,4.0,38.0,17.0,6.0,30.0,34.0,13.0,9.0,21.0,53.0,18.0,20.0,6.0,15.0,62.0,14.0,31.0,13.0
512,512,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,31.0,5.0,4.0,11.0,45.0,7.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,46.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
513,513,20.0,63.0,30.0,46.0,8.0,10.0,5.0,24.0,23.0,32.0,17.0,54.0,20.0,36.0,20.0,56.0,18.0,44.0,30.0,7.0,45.0,66.0,26.0,36.0,56.0,6.0,21.0,4.0,10.0,43.0,25.0,54.0,53.0,19.0,6.0,31.0,9.0,49.0,43.0,21.0,56.0,15.0,23.0,6.0,20.0,61.0,14.0,44.0,12.0
514,514,21.0,39.0,33.0,32.0,9.0,10.0,5.0,12.0,6.0,42.0,17.0,31.0,18.0,13.0,4.0,2.0,12.0,20.0,4.0,41.0,42.0,35.0,14.0,27.0,56.0,4.0,22.0,6.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,12.0,34.0,22.0,43.0,26.0,42.0,15.0,22.0,6.0,17.0,51.0,14.0,48.0,13.0
515,515,18.0,42.0,33.0,44.0,31.0,10.0,5.0,12.0,20.0,35.0,17.0,55.0,5.0,14.0,6.0,8.0,12.0,20.0,10.0,6.0,45.0,38.0,14.0,27.0,57.0,32.0,22.0,6.0,10.0,35.0,25.0,4.0,5.0,6.0,41.0,31.0,33.0,22.0,9.0,21.0,52.0,17.0,23.0,4.0,17.0,51.0,14.0,49.0,13.0
516,516,19.0,14.0,29.0,45.0,8.0,19.0,5.0,24.0,23.0,32.0,17.0,54.0,18.0,13.0,20.0,10.0,12.0,21.0,10.0,44.0,45.0,8.0,14.0,32.0,60.0,33.0,26.0,1.0,10.0,43.0,25.0,5.0,5.0,16.0,45.0,31.0,9.0,22.0,43.0,26.0,52.0,17.0,23.0,6.0,19.0,56.0,14.0,13.0,13.0
517,517,18.0,42.0,33.0,44.0,31.0,10.0,5.0,12.0,20.0,35.0,17.0,55.0,5.0,14.0,6.0,8.0,12.0,20.0,10.0,6.0,45.0,38.0,14.0,27.0,57.0,32.0,22.0,6.0,10.0,35.0,25.0,4.0,5.0,6.0,41.0,31.0,33.0,22.0,9.0,21.0,52.0,17.0,23.0,4.0,17.0,51.0,22.0,49.0,13.0
518,518,9.0,42.0,33.0,44.0,31.0,10.0,5.0,12.0,20.0,35.0,17.0,55.0,5.0,14.0,6.0,8.0,12.0,10.0,4.0,41.0,45.0,38.0,14.0,27.0,57.0,32.0,22.0,6.0,10.0,44.0,25.0,4.0,5.0,6.0,41.0,31.0,33.0,22.0,9.0,21.0,52.0,17.0,23.0,4.0,17.0,51.0,14.0,13.0,13.0
519,519,28.0,45.0,26.0,12.0,33.0,14.0,15.0,21.0,27.0,42.0,17.0,31.0,18.0,13.0,4.0,2.0,22.0,11.0,20.0,46.0,37.0,50.0,23.0,19.0,20.0,17.0,15.0,15.0,12.0,31.0,28.0,30.0,30.0,14.0,38.0,14.0,44.0,33.0,33.0,19.0,24.0,21.0,26.0,21.0,7.0,34.0,19.0,36.0,17.0
520,520,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,10.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
521,521,9.0,14.0,34.0,54.0,8.0,10.0,5.0,24.0,6.0,36.0,17.0,54.0,5.0,39.0,6.0,1.0,10.0,20.0,10.0,7.0,45.0,8.0,14.0,27.0,59.0,4.0,24.0,6.0,10.0,43.0,23.0,4.0,5.0,6.0,6.0,32.0,9.0,22.0,9.0,27.0,53.0,9.0,12.0,4.0,17.0,9.0,14.0,13.0,2.0
522,522,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,17.0,7.0,6.0,18.0,13.0,3.0,6.0,4.0,5.0,4.0,41.0,42.0,67.0,9.0,11.0,3.0,2.0,14.0,18.0,5.0,4.0,18.0,4.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
523,523,23.0,47.0,39.0,29.0,10.0,23.0,18.0,22.0,30.0,48.0,22.0,42.0,2.0,16.0,3.0,45.0,20.0,10.0,4.0,37.0,33.0,54.0,20.0,18.0,25.0,21.0,17.0,13.0,15.0,21.0,14.0,25.0,27.0,9.0,35.0,9.0,40.0,38.0,26.0,11.0,4.0,26.0,28.0,23.0,12.0,29.0,24.0,31.0,22.0
524,524,16.0,15.0,32.0,42.0,9.0,10.0,5.0,24.0,5.0,37.0,17.0,55.0,5.0,32.0,2.0,8.0,12.0,21.0,10.0,6.0,40.0,7.0,14.0,27.0,49.0,6.0,21.0,8.0,10.0,44.0,7.0,5.0,5.0,6.0,3.0,30.0,9.0,22.0,9.0,27.0,45.0,9.0,13.0,6.0,18.0,10.0,13.0,14.0,3.0
525,525,38.0,57.0,6.0,60.0,16.0,31.0,3.0,38.0,45.0,7.0,14.0,59.0,5.0,43.0,27.0,52.0,23.0,32.0,35.0,14.0,17.0,63.0,17.0,21.0,17.0,44.0,8.0,23.0,16.0,15.0,34.0,49.0,14.0,12.0,20.0,41.0,14.0,43.0,20.0,33.0,13.0,27.0,19.0,18.0,8.0,20.0,2.0,58.0,8.0
526,526,38.0,57.0,6.0,60.0,16.0,31.0,3.0,38.0,45.0,7.0,14.0,17.0,5.0,43.0,27.0,52.0,23.0,32.0,35.0,14.0,17.0,63.0,17.0,21.0,61.0,44.0,8.0,23.0,16.0,15.0,34.0,49.0,14.0,12.0,20.0,41.0,14.0,43.0,20.0,33.0,13.0,27.0,19.0,18.0,8.0,20.0,2.0,58.0,8.0
527,527,23.0,47.0,39.0,29.0,10.0,23.0,18.0,22.0,30.0,48.0,22.0,42.0,2.0,16.0,3.0,45.0,20.0,10.0,4.0,37.0,37.0,54.0,20.0,18.0,26.0,21.0,17.0,13.0,15.0,21.0,14.0,25.0,27.0,9.0,35.0,9.0,40.0,38.0,26.0,11.0,4.0,26.0,28.0,23.0,12.0,29.0,24.0,31.0,22.0
528,528,23.0,47.0,39.0,29.0,10.0,23.0,18.0,22.0,30.0,48.0,22.0,42.0,2.0,16.0,3.0,45.0,20.0,10.0,4.0,37.0,37.0,54.0,20.0,18.0,26.0,21.0,17.0,13.0,15.0,21.0,14.0,25.0,27.0,9.0,35.0,9.0,40.0,38.0,26.0,11.0,4.0,26.0,28.0,23.0,12.0,29.0,21.0,31.0,22.0
529,529,16.0,15.0,32.0,42.0,9.0,10.0,5.0,24.0,5.0,35.0,17.0,55.0,5.0,14.0,6.0,8.0,12.0,20.0,10.0,6.0,45.0,38.0,14.0,27.0,49.0,4.0,22.0,6.0,10.0,44.0,25.0,4.0,5.0,18.0,4.0,30.0,30.0,36.0,9.0,27.0,45.0,15.0,13.0,6.0,18.0,10.0,13.0,14.0,3.0
530,530,19.0,14.0,29.0,12.0,8.0,19.0,5.0,24.0,23.0,32.0,17.0,54.0,16.0,35.0,20.0,10.0,12.0,21.0,30.0,44.0,45.0,8.0,14.0,32.0,60.0,51.0,26.0,1.0,10.0,43.0,25.0,5.0,5.0,16.0,45.0,31.0,9.0,22.0,43.0,26.0,52.0,17.0,23.0,6.0,19.0,56.0,14.0,13.0,13.0
531,531,33.0,48.0,44.0,31.0,10.0,3.0,18.0,29.0,11.0,46.0,24.0,43.0,2.0,43.0,14.0,1.0,20.0,10.0,4.0,8.0,32.0,52.0,21.0,17.0,32.0,22.0,10.0,14.0,13.0,5.0,1.0,21.0,28.0,10.0,36.0,10.0,7.0,37.0,15.0,10.0,10.0,23.0,3.0,8.0,16.0,31.0,22.0,21.0,20.0
532,532,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,54.0,10.0,7.0,7.0,35.0,3.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
533,533,11.0,5.0,14.0,50.0,3.0,9.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,48.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,8.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
534,534,16.0,15.0,32.0,42.0,9.0,10.0,5.0,24.0,5.0,37.0,17.0,55.0,5.0,32.0,2.0,8.0,12.0,21.0,10.0,6.0,40.0,7.0,14.0,27.0,49.0,6.0,21.0,8.0,10.0,44.0,25.0,5.0,5.0,6.0,3.0,30.0,9.0,22.0,9.0,27.0,45.0,9.0,13.0,6.0,18.0,10.0,13.0,14.0,3.0
535,535,16.0,15.0,32.0,42.0,9.0,10.0,5.0,24.0,5.0,37.0,17.0,55.0,2.0,35.0,2.0,1.0,10.0,21.0,10.0,6.0,40.0,7.0,14.0,27.0,49.0,6.0,21.0,8.0,10.0,44.0,25.0,5.0,5.0,6.0,3.0,30.0,9.0,22.0,9.0,27.0,45.0,9.0,13.0,6.0,18.0,10.0,13.0,14.0,3.0
536,536,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,17.0,30.0,7.0,34.0,10.0,35.0,1.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
537,537,9.0,14.0,34.0,54.0,8.0,10.0,5.0,24.0,6.0,36.0,17.0,54.0,5.0,39.0,6.0,1.0,10.0,20.0,20.0,7.0,37.0,8.0,14.0,27.0,21.0,4.0,24.0,6.0,10.0,43.0,23.0,4.0,5.0,6.0,6.0,32.0,9.0,22.0,9.0,27.0,53.0,9.0,12.0,4.0,17.0,9.0,14.0,13.0,2.0
538,538,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,8.0,6.0,30.0,3.0,5.0,4.0,5.0,2.0,32.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,18.0,7.0,7.0,4.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,19.0,8.0,1.0,3.0,6.0,5.0,65.0,6.0
539,539,23.0,50.0,46.0,25.0,20.0,20.0,10.0,27.0,35.0,43.0,23.0,36.0,12.0,45.0,15.0,45.0,20.0,7.0,4.0,31.0,30.0,46.0,19.0,14.0,29.0,20.0,18.0,11.0,13.0,20.0,16.0,52.0,36.0,11.0,34.0,11.0,38.0,24.0,29.0,7.0,2.0,24.0,27.0,22.0,23.0,27.0,16.0,24.0,19.0
540,540,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,4.0,7.0,35.0,17.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,2.0,9.0,18.0,27.0,37.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
